Time,Level,Module,Message,Screenshot
17:02:37,INFO,hehehehhe LV3,[ensure_mode_selected] Mode normal is already selected.,
17:02:37,INFO,hehehehhe LV3,Target level 19 should be in World 3,
17:02:37,INFO,hehehehhe LV3,Current world: 3,
17:02:37,INFO,hehehehhe LV3,Looking for level 19 in normal levels,
17:02:38,INFO,hehehehhe LV3,Refresh attempt 1: Found 21 levels,
17:02:38,INFO,hehehehhe LV3,✓ Found target level 19 on attempt 1,
17:02:38,INFO,hehehehhe LV3,Found 21 normal levels,
17:02:38,INFO,hehehehhe LV3,"Found level 19, clicking on it",
17:02:40,INFO,hehehehhe LV3,Successfully clicked on level 19,
17:02:41,INFO,hehehehhe LV3,"[read_1stRewardLv_popup_prepare] 1st Reward for mode normal: {'gold': 500, 'gem': 3}",
17:02:42,INFO,hehehehhe LV3,"[normal_lv_play] Initial resources before starting level: {'gold': 17734, 'gem': 34}",
17:02:47,INFO,hehehehhe LV3,"[normal_lv_play] Ingame UI found, level started successfully.",
17:02:57,INFO,hehehehhe LV3,"[stats_poller] Collected gold: 0, gem: 0, killed percent: 0",
17:03:11,INFO,hehehehhe LV3,"[stats_poller] Collected gold: 25, gem: 0, killed percent: 0",
17:03:21,INFO,hehehehhe LV3,"[stats_poller] Collected gold: 51, gem: 1, killed percent: 0",
17:03:31,INFO,hehehehhe LV3,"[stats_poller] Collected gold: 111, gem: 1, killed percent: 0",
17:03:42,INFO,hehehehhe LV3,"[stats_poller] Collected gold: 155, gem: 1, killed percent: 0",
17:03:51,INFO,hehehehhe LV3,[run_level_until_end] Level ended with WIN.,
17:03:54,INFO,hehehehhe LV3,[verify_endgame_popup] PopupGameWin found successfully.,
17:04:02,INFO,hehehehhe LV3,"Initial resource: {'gold': 17734, 'gem': 34}",
17:04:02,INFO,hehehehhe LV3,"Ingame results: WIN, collected_gold: 155, collected_gem: 1",
17:04:02,INFO,hehehehhe LV3,"1st reward: {'gold': 500, 'gem': 3}, bonus_gold_amount: 0",
17:04:02,INFO,hehehehhe LV3,Game result: WIN,
17:04:02,INFO,hehehehhe LV3,"Collected during gameplay - Gold: 18389, Gem: 38",
17:04:02,INFO,hehehehhe LV3,✓ Resource verification successful!,
17:04:02,INFO,hehehehhe LV3,"Gold verification: True (Expected: 18389, Actual: 18389)",
17:04:02,INFO,hehehehhe LV3,"Gem verification: True (Expected: 38, Actual: 38)",
17:04:05,INFO,hehehehhe LV3,[navigate_to_home] Clicked btn_next to navigate to home.,
17:04:13,WARNING,hehehehhe LV3,"Not at home screen yet, attempt 1","=HYPERLINK(""file:///D:/FSTest/LogFiles/screenshot/2026-01-15_17h04.png"", ""View"")"
17:04:16,INFO,hehehehhe LV3,Successfully at home screen for final verification,
17:04:19,INFO,hehehehhe LV3,"[verify_home_resource_consistent] Home resources: {'gold': 18389, 'gem': 38}, Expected final resources: {'gold': 18389, 'gem': 38}",
