Time,Level,Module,Message,Screenshot
14:21:20,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:22:41,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_element_presence,All elements are present and verified successfully.,
14:22:45,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:22:46,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:22:47,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:23:15,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_valid_rank_category,rank category 'Second Lieutenant' is valid.,
14:23:20,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:23:21,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:23:22,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:24:24,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_click_info_button,Info button functionality verified successfully.,
14:24:28,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:24:30,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:24:31,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:25:02,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_passive_sprite,Passive sprite functionality verified successfully.,
14:25:05,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:25:06,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:25:07,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:25:47,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_passive_stat,Passive stats  verified successfully.,
14:25:51,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:25:53,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:25:54,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:26:31,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:26:33,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:26:33,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:27:13,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_valid_progress_point_and_price,"Progress points and upgrade price verified successfully: Current Point: 166, Required Point: 5, Upgrade Price: 75000",
14:27:17,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:27:19,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:27:20,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:27:50,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_deactive_upgrade_btn,active upgrade button,
14:27:55,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:27:56,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:27:57,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:29:02,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_deactive_upgrade_btn,active upgrade button,
14:29:02,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_active_upgrade_btn,"Upgrade button activated successfully. Level: 15, Current Point: 161, Required Point: 5, Upgrade Price: 80000",
14:29:07,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:29:08,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:29:09,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:29:41,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_home_notice,Home notice and weapon point notices are present correctly.,
14:29:44,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
14:29:46,INFO,PopupMilitary,[to_home] Reached Home screen.,
14:29:47,INFO,PopupMilitary,[to_home] Already at Home screen.,
14:30:14,INFO,Military:test_PopupMilitary.py:TestPopupMilitary:test_click_weapon_points,Clicking on weapon point 1: Aircraft,
14:30:57,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
