Time,Level,Module,Message,Screenshot
13:51:46,INFO,PopupMission,to home fixture initialized.,
13:51:50,INFO,PopupMission,[to_home] Attempt 1/4 to go to home screen,
13:51:50,INFO,PopupMission,[to_home] Sent BACK keyevent.,
13:51:51,INFO,PopupMission,[to_home] Already at Home screen.,
13:51:51,INFO,setup method,Setting up PopupMissionAchivement test environment...,
13:51:55,INFO,setup method,PopupMissionAchivement setup completed successfully,
13:51:55,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,Testing progress rewards system...,
13:51:59,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ Current progress score: 1/5,
13:52:10,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ Completed missions count: 1,
13:52:10,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ Progress score matches completed missions count,
13:52:17,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,Testing progress reward 1 (milestone: 1 score),
13:52:17,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ Reward 1 is available to claim (milestone 1 reached),
13:52:21,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ Reward popup appeared for reward 1,
13:52:29,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ Reward 1 is now claimed after popup,
13:52:29,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,Testing progress reward 2 (milestone: 3 score),
13:52:29,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,Score (1) hasn't reached milestone 3 for reward 2,
13:52:32,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ InfoBox appeared for unavailable reward 2,
13:52:35,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ InfoBox closed successfully with back button,
13:52:35,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,Testing progress reward 3 (milestone: 5 score),
13:52:35,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,Score (1) hasn't reached milestone 5 for reward 3,
13:52:39,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ InfoBox appeared for unavailable reward 3,
13:52:42,INFO,tests:test_PopupMissionAchivement.py:TestPopupMissionAchivement:test_progress_rewards_system,✓ InfoBox closed successfully with back button,
13:52:46,INFO,PopupMission,[to_home] Attempt 1/4 to go to home screen,
13:52:46,INFO,PopupMission,[to_home] Sent BACK keyevent.,
13:52:47,INFO,PopupMission,[to_home] Already at Home screen.,
