Time,Level,Module,Message,Screenshot
17:35:10,INFO,PopupFriend,to home fixture initialized.,
17:35:13,INFO,PopupFriend,[to_home] Attempt 1/4 to go to home screen,
17:35:14,INFO,PopupFriend,[to_home] Sent BACK keyevent.,
17:35:18,INFO,PopupFriend,[to_home] Attempt 2/4 to go to home screen,
17:35:19,INFO,PopupFriend,[to_home] Sent BACK keyevent.,
17:35:20,INFO,PopupFriend,[to_home] Already at Home screen.,
17:35:20,INFO,setup method,Setting up PopupFriend test environment...,
17:35:24,INFO,setup method,PopupFriend initialized in 0.60 seconds,
17:35:24,INFO,tests:test_PopupFriend.py:TestPopupFriend:test_main_elements,Testing main elements presence in PopupFriend...,
17:35:28,INFO,tests:test_PopupFriend.py:TestPopupFriend:test_main_elements,✅ All main elements verified successfully,
17:35:31,INFO,PopupFriend,[to_home] Attempt 1/4 to go to home screen,
17:35:31,INFO,PopupFriend,[to_home] Sent BACK keyevent.,
17:35:33,INFO,PopupFriend,[to_home] Already at Home screen.,
