Time,Level,Module,Message,Screenshot
11:24:34,INFO,PopupMilitary,to home fixture initialized.,
11:24:37,INFO,PopupMilitary,[to_home] Saved failure screenshot: D:\FSTest\LogFiles\screenshot\1767587077693.jpg,
11:24:37,INFO,PopupMilitary,[to_home] No approximate match found; raw screenshot saved for analysis.,
11:24:37,INFO,PopupMilitary,[to_home] Attempt 1/4 to go to home screen,
11:24:38,INFO,PopupMilitary,[to_home] Sent BACK keyevent.,
11:24:39,INFO,PopupMilitary,[to_home] Screenshot path: D:\FSTest\LogFiles\screenshot\1767587079343.jpg,
11:24:39,INFO,PopupMilitary,[to_home] Marked screenshot saved: D:\FSTest\LogFiles\screenshot\marked_screenshots\campaign_button_marked_1.png,
11:24:39,INFO,PopupMilitary,"[to_home] Campaign button found at position: (312, 638)",
11:24:39,INFO,setup method,Setting up PopupMilitary test environment...,
11:24:43,INFO,PopupMilitary,[to_home] Already at Home screen.,
