Time,Level,Module,Message,Screenshot
10:04:59,INFO,Level1_tut,to home fixture initialized.,
10:05:02,INFO,Level1_tut,[to_home] Attempt 1/4 to go to home screen,
10:05:03,INFO,Level1_tut,[to_home] Sent BACK keyevent.,
10:05:04,INFO,Level1_tut,[to_home] Already at Home screen.,
10:05:04,INFO,TestLevel1_tut,[to_campaign_select_lv] Clicking Campaign button...,
10:05:08,INFO,TestLevel1_tut,[to_campaign_select_lv] ✓ Campaign popup opened successfully,
10:05:33,INFO,Level1_tut,Target level 3 should be in World 1,
10:05:34,INFO,Level1_tut,Current world: 1,
10:05:34,INFO,Level1_tut,Looking for level 3 in normal levels,
10:05:55,INFO,Level1_tut,Refresh attempt 1: Found 21 levels,
10:06:02,INFO,Level1_tut,✓ Found target level 3 on attempt 1,
10:06:15,INFO,Level1_tut,Found 21 normal levels,
10:06:15,INFO,Level1_tut,"Found level 3, clicking on it",
10:06:17,INFO,Level1_tut,Successfully clicked on level 3,
10:06:19,INFO,Level1_tut,"Level 3 is max level. Gold 1st reward: 400, Gem 1st reward: 2",
10:06:20,INFO,Level1_tut,"Initial resources: {'gold': 14551, 'energy': 3900, 'gem': 25}",
10:07:36,INFO,Level1_tut,Game won!,
10:07:37,INFO,Level1_tut,Game result: WIN,
10:07:37,INFO,Level1_tut,"Collected during gameplay - Gold: 798, Gem: 3",
10:07:37,INFO,Level1_tut,Resource verification successful!,
10:07:37,INFO,Level1_tut,"Gold verification: True (Expected: 15349, Actual: 15349)",
10:07:37,INFO,Level1_tut,"Gem verification: True (Expected: 28, Actual: 28)",
10:07:41,WARNING,Level1_tut,"No next or back button found in lose popup, using BACK keyevent","=HYPERLINK(""file:///D:/FSTest/LogFiles/screenshot/2025-08-20_10h07.png"", ""View"")"
10:07:51,WARNING,Level1_tut,"Not at home screen yet, attempt 1","=HYPERLINK(""file:///D:/FSTest/LogFiles/screenshot/2025-08-20_10h07.png"", ""View"")"
10:07:54,INFO,Level1_tut,Successfully at home screen for final verification,
10:07:54,INFO,Level1_tut,=== PERFORMING FINAL HOME SCREEN VERIFICATION ===,
10:07:55,INFO,Level1_tut,"Final home resources: {'gold': 15349, 'energy': 4000, 'gem': 28}",
10:07:55,INFO,Level1_tut,=== FINAL HOME SCREEN VERIFICATION ===,
10:07:55,INFO,Level1_tut,"Initial resources - Gold: 14551, Gem: 25",
10:07:55,INFO,Level1_tut,"Collected during game - Gold: 798, Gem: 3",
10:07:55,INFO,Level1_tut,"Expected final - Gold: 15349, Gem: 28",
10:07:55,INFO,Level1_tut,"Actual final - Gold: 15349, Gem: 28",
10:07:55,INFO,Level1_tut,✓ Final home screen resource verification PASSED!,
10:07:55,INFO,Level1_tut,=== TEST COMPLETED ===,
10:07:56,INFO,Level1_tut,[to_home] Already at Home screen.,
10:07:56,INFO,Level1_tut,to home fixture initialized.,
10:07:56,INFO,Level1_tut,[to_home] Already at Home screen.,
10:07:56,INFO,TestLevel1_tut,[to_campaign_select_lv] Clicking Campaign button...,
10:08:00,INFO,TestLevel1_tut,[to_campaign_select_lv] ✓ Campaign popup opened successfully,
10:08:27,INFO,Level1_tut,Target level 4 should be in World 1,
10:08:27,INFO,Level1_tut,Current world: 1,
10:08:27,INFO,Level1_tut,Looking for level 4 in normal levels,
10:08:50,INFO,Level1_tut,Refresh attempt 1: Found 21 levels,
10:08:56,INFO,Level1_tut,✓ Found target level 4 on attempt 1,
10:09:10,INFO,Level1_tut,Found 21 normal levels,
10:09:10,INFO,Level1_tut,"Found level 4, clicking on it",
10:09:12,INFO,Level1_tut,Successfully clicked on level 4,
10:09:14,INFO,Level4_tut,"Level 4 is max level. Gold 1st reward: 600, Gem 1st reward: 3",
10:09:16,INFO,Level4_tut,"Initial resources: {'gold': 15349, 'energy': 4000, 'gem': 28}",
10:10:56,INFO,Level4_tut,Game won!,
10:10:58,INFO,Level4_tut,Game result: WIN,
10:10:58,INFO,Level4_tut,"Collected during gameplay - Gold: 903, Gem: 3",
10:10:58,INFO,Level4_tut,Resource verification successful!,
10:10:58,INFO,Level4_tut,"Gold verification: True (Expected: 16252, Actual: 16252)",
10:10:58,INFO,Level4_tut,"Gem verification: True (Expected: 31, Actual: 31)",
10:11:08,WARNING,Level4_tut,"Not at home screen yet, attempt 1","=HYPERLINK(""file:///D:/FSTest/LogFiles/screenshot/2025-08-20_10h11.png"", ""View"")"
10:11:14,WARNING,Level4_tut,"Not at home screen yet, attempt 2","=HYPERLINK(""file:///D:/FSTest/LogFiles/screenshot/2025-08-20_10h11.png"", ""View"")"
10:11:20,WARNING,Level4_tut,"Not at home screen yet, attempt 3","=HYPERLINK(""file:///D:/FSTest/LogFiles/screenshot/2025-08-20_10h11.png"", ""View"")"
10:11:27,WARNING,Level4_tut,"Not at home screen yet, attempt 4","=HYPERLINK(""file:///D:/FSTest/LogFiles/screenshot/2025-08-20_10h11.png"", ""View"")"
